Fund House,Scheme Type,Scheme Category,Scheme Code,Scheme Name,NAV,Date
Trust Mutual Fund,IL&FS Mutual Fund,IDF,151617,TRUSTMF FIXED MATURITY PLAN -SERIES II (1196 DAYS)-REGULAR PLAN -GROWTH,1137.3291,14-10-2024
Trust Mutual Fund,IL&FS Mutual Fund,IDF,151618,TRUSTMF FIXED MATURITY PLAN -SERIES II (1196 DAYS)-REGULAR PLAN -IDCW PAYOUT,1137.3292,14-10-2024
Trust Mutual Fund,IL&FS Mutual Fund,IDF,151620,TRUSTMF FIXED MATURITY PLAN -SERIES II (1196 DAYS)-DIRECT PLAN -GROWTH,1139.3947,14-10-2024
Union Mutual Fund,IL&FS Mutual Fund,IDF,151622,Union Fixed Maturity Plan - Series 13 - Direct Plan - Growth Option,11.2029,14-10-2024
Union Mutual Fund,IL&FS Mutual Fund,IDF,151623,Union Fixed Maturity Plan - Series 13 - Regular Plan - IDCW Payout Option,11.151,14-10-2024
Union Mutual Fund,IL&FS Mutual Fund,IDF,151624,Union Fixed Maturity Plan - Series 13 - Regular Plan - Growth Option,11.151,14-10-2024
Axis Mutual Fund,Close Ended Schemes,Income,151629,Axis Fixed Term Plan - Series 113 (1228 Days) - Regular Plan - Half Yearly IDCW,11.1892,14-10-2024
SBI Mutual Fund,IL&FS Mutual Fund,IDF,151639,SBI Fixed Maturity Plan (FMP)-Series 81 (1157 Days) Direct Plan- Growth,11.2322,14-10-2024
SBI Mutual Fund,IL&FS Mutual Fund,IDF,151640,SBI Fixed Maturity Plan (FMP)-Series 81 (1157 Days) Direct Plan- Income Distribution Cum Capital Withdrawal Payout,11.2318,14-10-2024
SBI Mutual Fund,IL&FS Mutual Fund,IDF,151641,SBI Fixed Maturity Plan (FMP)-Series 81 (1157 Days) Regular Plan- Growth,11.2079,14-10-2024
SBI Mutual Fund,IL&FS Mutual Fund,IDF,151642,SBI Fixed Maturity Plan (FMP)-Series 81 (1157 Days) Regular Plan- Income Distribution Cum Capital Withdrawal Payout,11.2079,14-10-2024
Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151647,Kotak Nifty Smallcap 50 Index Fund - Regular Plan - Growth,21.314,14-10-2024
Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151648,Kotak Nifty Smallcap 50 Index Fund - Regular Plan - IDCW,21.314,14-10-2024
Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151649,Kotak Nifty Smallcap 50 Index Fund - Direct Plan - Growth,21.521,14-10-2024
Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151650,Kotak Nifty Smallcap 50 Index Fund - Direct Plan - IDCW,21.533,14-10-2024
Nippon India Mutual Fund,IL&FS Mutual Fund,IDF,151671,Nippon India Fixed Horizon Fund-XLV-Series 4-Direct Plan-Payout of IDCW,11.2246,14-10-2024
Nippon India Mutual Fund,IL&FS Mutual Fund,IDF,151672,Nippon India Fixed Horizon Fund-XLV-Series 4-Regular Plan-Growth Option,11.19,14-10-2024
Nippon India Mutual Fund,IL&FS Mutual Fund,IDF,151673,Nippon India Fixed Horizon Fund-XLV-Series 4-Regular Plan-Payout of IDCW,11.19,14-10-2024
Nippon India Mutual Fund,IL&FS Mutual Fund,IDF,151674,Nippon India Fixed Horizon Fund-XLV-Series 4-Direct Plan-Growth Option,11.2246,14-10-2024
Kotak Mahindra Mutual Fund,IL&FS Mutual Fund,IDF,151679,Kotak FMP Series 308 - Regular Plan - Growth,11.2423,14-10-2024
Kotak Mahindra Mutual Fund,IL&FS Mutual Fund,IDF,151680,Kotak FMP Series 308 - Regular Plan - IDCW Payout,11.2423,14-10-2024
Kotak Mahindra Mutual Fund,IL&FS Mutual Fund,IDF,151681,Kotak FMP Series 308 - Direct Plan - Growth,11.2976,14-10-2024
Kotak Mahindra Mutual Fund,IL&FS Mutual Fund,IDF,151682,Kotak FMP Series 308 - Direct Plan - IDCW Payout,11.2967,14-10-2024
Kotak Mahindra Mutual Fund,IL&FS Mutual Fund,IDF,151683,Kotak FMP Series 310 - Regular Plan - Growth Option,11.179,14-10-2024
Kotak Mahindra Mutual Fund,IL&FS Mutual Fund,IDF,151685,Kotak FMP Series 310 - Regular Plan - IDCW Payout option,11.1788,14-10-2024
Kotak Mahindra Mutual Fund,IL&FS Mutual Fund,IDF,151686,Kotak FMP Series 310 - Direct Plan - Growth Option,11.2231,14-10-2024
Mirae Asset Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151691,Mirae Asset Nifty SDL June 2028 Index Fund - Direct Plan - Growth,11.3133,14-10-2024
Mirae Asset Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151692,Mirae Asset Nifty SDL June 2028 Index Fund - Direct Plan - IDCW,11.3133,14-10-2024
Mirae Asset Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151693,Mirae Asset Nifty SDL June 2028 Index Fund - Regular Plan - IDCW,11.2489,14-10-2024
Mirae Asset Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151694,Mirae Asset Nifty SDL June 2028 Index Fund -Regular Plan - Growth,11.2487,14-10-2024
Mirae Asset Mutual Fund,Open Ended Schemes,Other Scheme - Other  ETFs,151695,Mirae Asset Nifty 8-13 yr Gsec ETF,27.2104,14-10-2024
Aditya Birla Sun Life Mutual Fund,Close Ended Schemes,Income,151700,Aditya Birla Sun Life Fixed Term Plan - Series UJ (1110 days) - Direct Plan - Growth Option,11.237,14-10-2024
Aditya Birla Sun Life Mutual Fund,Close Ended Schemes,Income,151701,Aditya Birla Sun Life Fixed Term Plan - Series UJ (1110 days) - Regular Plan - Payout of IDCW Option,11.2205,14-10-2024
Aditya Birla Sun Life Mutual Fund,Close Ended Schemes,Income,151702,Aditya Birla Sun Life Fixed Term Plan - Series UJ (1110 days) - Direct Plan - Payout of IDCW Option,11.2426,14-10-2024
Aditya Birla Sun Life Mutual Fund,Close Ended Schemes,Income,151703,Aditya Birla Sun Life Fixed Term Plan - Series UJ (1110 days) - Regular Plan - Growth Option,11.2196,14-10-2024
Nippon India Mutual Fund,IL&FS Mutual Fund,IDF,151708,Nippon India Fixed Horizon Fund-XLV-Series 5-Direct Plan-Growth Option,11.446,14-10-2024
Nippon India Mutual Fund,IL&FS Mutual Fund,IDF,151710,Nippon India Fixed Horizon Fund-XLV-Series 5-Regular Plan-Growth Option,11.3948,14-10-2024
Nippon India Mutual Fund,IL&FS Mutual Fund,IDF,151711,Nippon India Fixed Horizon Fund-XLV-Series 5-Regular Plan-Payout of IDCW,11.3948,14-10-2024
quant Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,151712,quant Dynamic Asset Allocation Fund - IDCW Option - Direct Plan,17.3917,14-10-2024
quant Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,151713,quant Dynamic Asset Allocation Fund - Growth Option - Direct Plan,17.3955,14-10-2024
quant Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,151714,quant Dynamic Asset Allocation Fund - Growth Option - Regular Plan,16.9871,14-10-2024
quant Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,151715,quant Dynamic Asset Allocation Fund - IDCW Option - Regular Plan,16.9887,14-10-2024
HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151724,HDFC NIFTY Midcap 150 Index Fund - Growth Option - Direct Plan,18.7849,14-10-2024
HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151725,HDFC NIFTY Midcap 150 Index Fund - Growth Option,18.6078,14-10-2024
HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151726,HDFC NIFTY Smallcap 250 Index Fund - Growth Option,19.6941,14-10-2024
HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151727,HDFC NIFTY Smallcap 250 Index Fund - Growth Option - Direct Plan,19.8815,14-10-2024
HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151728,HDFC S&P BSE 500 Index Fund - Growth Option - Direct Plan,15.9507,14-10-2024
HDFC Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151729,HDFC BSE 500 Index Fund - Growth Option,15.796,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Other Scheme - Other  ETFs,151730,UTI Silver Exchange Traded Fund,89.3026,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,151731,UTI Silver ETF Fund of Fund - Direct Plan - Growth Option,11.9423,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,151732,UTI Silver ETF Fund of Fund - Regular Plan - Growth Option,11.8746,14-10-2024
Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Floater Fund,151733,Baroda BNP Paribas Floater Fund - Regular Plan - Weekly IDCW option,10.02,10-09-2024
Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Floater Fund,151734,Baroda BNP Paribas Floater Fund - Regular Plan - Growth option,11.1764,10-09-2024
Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Floater Fund,151735,Baroda BNP Paribas Floater Fund - Direct Plan - Growth Option,11.2381,10-09-2024
Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Floater Fund,151736,Baroda BNP Paribas Floater Fund - Direct Plan - Weekly IDCW Option,10.02,10-09-2024
DSP Mutual Fund,Open Ended Schemes,Other Scheme - Gold ETF,151737,DSP Gold ETF,74.8255,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151738,UTI Nifty 500 Value 50 Index Fund - Regular Plan - Growth Option,20.4012,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151739,UTI Nifty 500 Value 50 Index Fund - Direct Plan - Growth Option,20.5458,14-10-2024
WhiteOak Capital Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,151745,WhiteOak Capital Multi Asset Allocation Fund Direct Plan Growth,13.079,11-10-2024
WhiteOak Capital Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,151746,WhiteOak Capital Multi Asset Allocation Fund Regular Plan Growth,12.864,11-10-2024
Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,151747,Baroda BNP Paribas Value Fund - Regular Plan - Growth option,15.0583,14-10-2024
HDFC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151748,HDFC Defence Fund - IDCW Option,21.832,14-10-2024
HDFC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151749,HDFC Defence Fund - IDCW Option - Direct Plan,22.203,14-10-2024
HDFC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151750,HDFC Defence Fund - Growth Option - Direct Plan,22.203,14-10-2024
HDFC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151751,HDFC Defence Fund - Growth Option,21.832,14-10-2024
Samco Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151752,Samco Active Momentum Fund - Regular Plan - Growth Option,14.94,14-10-2024
Samco Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151753,Samco Active Momentum Fund - Direct Plan - Growth Option,15.21,14-10-2024
Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,151754,Baroda BNP Paribas Value Fund - Regular Plan - IDCW option,15.0583,14-10-2024
Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,151755,Baroda BNP Paribas Value Fund - Direct Plan - Growth option,15.3844,14-10-2024
Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,151756,Baroda BNP Paribas Value Fund - Direct Plan - IDCW option,15.3844,14-10-2024
quant Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151757,quant Business Cycle Fund - Growth Option - Direct Plan,18.9967,14-10-2024
quant Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151758,quant Business Cycle Fund - Growth Option - Regular Plan,18.5943,14-10-2024
quant Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151759,quant Business Cycle Fund - IDCW Option - Direct Plan,18.9847,14-10-2024
quant Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151760,quant Business Cycle Fund - IDCW Option - Regular Plan,18.6122,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151761,UTI Nifty50 Equal Weight Index Fund - Regular Plan - Growth Option,14.7725,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151762,UTI Nifty50 Equal Weight Index Fund - Direct Plan - Growth Option,14.8642,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151763,UTI BSE Housing Index Fund - Regular Plan - Growth Option,15.5917,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151764,UTI BSE Housing Index Fund - Direct Plan - Growth Option,15.6882,14-10-2024
SBI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151765,SBI BSE Sensex Index Fund - Regular Plan - Growth,13.2716,14-10-2024
SBI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151766,SBI BSE Sensex Index Fund - Regular Plan - IDCW,13.2717,14-10-2024
SBI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151769,SBI BSE Sensex Index Fund - Direct Plan - Growth,13.3179,14-10-2024
SBI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151770,SBI BSE Sensex Index Fund - Direct Plan - IDCW,13.3178,14-10-2024
ITI Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151775,ITI Focused Equity Fund - Regular Plan - IDCW,15.2042,14-10-2024
ITI Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151776,ITI Focused Equity Fund - Direct Plan - IDCW,15.5969,14-10-2024
ITI Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151777,ITI Focused Equity Fund - Direct Plan - Growth,15.5969,14-10-2024
ITI Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151778,ITI Focused Equity Fund - Regular Plan - Growth,15.2042,14-10-2024
Mirae Asset Mutual Fund,Open Ended Schemes,Other Scheme - Other  ETFs,151779,Mirae Asset Silver ETF,89.5045,14-10-2024
Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151780,Kotak Nifty 200 Momentum 30 Index Fund - Regular Plan - IDCW Payout,17.709,14-10-2024
Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151781,Kotak Nifty 200 Momentum 30 Index Fund - Direct Plan - Growth Option,17.825,14-10-2024
Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151782,Kotak Nifty 200 Momentum 30 Index Fund - Direct Plan - IDCW Payout,17.825,14-10-2024
Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151783,Kotak Nifty 200 Momentum 30 Index Fund - Regular Plan - Growth Option,17.709,14-10-2024
Axis Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151784,Axis Nifty IT Index Fund - Regular Plan - IDCW,14.4313,14-10-2024
Axis Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151785,Axis Nifty IT Index Fund - Direct Plan - Growth,14.5473,14-10-2024
Axis Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151786,Axis Nifty IT Index Fund - Direct Plan - IDCW,14.5473,14-10-2024
Axis Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151787,Axis Nifty IT Index Fund - Regular Plan - Growth,14.4313,14-10-2024
quant Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151788,quant BFSI Fund - Growth Option - Regular Plan,16.9035,14-10-2024
quant Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151789,quant BFSI Fund - IDCW Option - Regular Plan,16.9022,14-10-2024
quant Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151790,quant BFSI Fund - IDCW Option - Direct Plan,17.2934,14-10-2024
quant Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151791,quant BFSI Fund - Growth Option - Direct Plan,17.2731,14-10-2024
Edelweiss Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,151792,Edelweiss Multi Asset Allocation Fund - Direct Plan - Growth,11.0858,14-10-2024
Edelweiss Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,151793,Edelweiss Multi Asset Allocation Fund - Direct Plan - IDCW Option,11.0858,14-10-2024
Edelweiss Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,151794,Edelweiss Multi Asset Allocation Fund - Regular Plan - IDCW Option,11.0399,14-10-2024
Edelweiss Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,151795,Edelweiss Multi Asset Allocation Fund - Regular Plan - Growth,11.0399,14-10-2024
Zerodha Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151796,360 ONE FLEXICAP FUND-DIRECT PLAN- GROWTH,16.2004,14-10-2024
Zerodha Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151797,360 ONE FLEXICAP FUND-REGULAR PLAN- IDCW,15.8662,14-10-2024
Zerodha Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151798,360 ONE FLEXICAP FUND-DIRECT PLAN- IDCW,16.2004,14-10-2024
Zerodha Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151799,360 ONE FLEXICAP FUND-REGULAR PLAN- GROWTH,15.8662,14-10-2024
HDFC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151802,HDFC Non-Cyclical Consumer Fund - IDCW Option,15.238,14-10-2024
HDFC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151803,HDFC Non-Cyclical Consumer Fund - Growth Option,15.238,14-10-2024
HDFC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151804,HDFC Non-Cyclical Consumer Fund - Growth Option - Direct Plan,15.478,14-10-2024
HDFC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151805,HDFC Non-Cyclical Consumer Fund - IDCW Option - Direct Plan,15.478,14-10-2024
Mirae Asset Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,151810,Mirae Asset Multicap Fund - Direct Plan - Growth,14.512,14-10-2024
Mirae Asset Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,151811,Mirae Asset Multicap Fund - Direct Plan - IDCW,14.512,14-10-2024
Mirae Asset Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,151812,Mirae Asset Multicap Fund - Regular Plan - Growth,14.258,14-10-2024
Mirae Asset Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,151813,Mirae Asset Multicap Fund - Regular Plan - IDCW,14.25,14-10-2024
Motilal Oswal Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151814,Motilal Oswal Nifty Microcap 250 Index Fund- Direct- Growth Option,18.9354,14-10-2024
Motilal Oswal Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,151815,Motilal Oswal Nifty Microcap 250 Index Fund- Regular- Growth Option,18.7733,14-10-2024
Bandhan Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151816,BANDHAN FINANCIAL SERVICES FUND - DIRECT PLAN - GROWTH,14.327,14-10-2024
Bandhan Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151817,BANDHAN FINANCIAL SERVICES FUND - DIRECT PLAN - IDCW,14.321,14-10-2024
Bandhan Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151818,BANDHAN FINANCIAL SERVICES FUND - REGULAR PLAN - GROWTH,14.037,14-10-2024
Bandhan Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151819,BANDHAN FINANCIAL SERVICES FUND - REGULAR PLAN - IDCW,14.038,14-10-2024
DSP Mutual Fund,Open Ended Schemes,Other Scheme - Other  ETFs,151820,DSP Nifty IT ETF,43.6203,14-10-2024
Canara Robeco Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,151821,Canara Robeco Multi Cap Fund - Regular Plan - Growth Option,14.66,14-10-2024
Canara Robeco Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,151822,Canara Robeco Multi Cap Fund - Direct Plan - IDCW Option,14.78,14-10-2024
Canara Robeco Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,151823,Canara Robeco Multi Cap Fund - Regular Plan - IDCW Option,14.52,14-10-2024
Canara Robeco Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,151824,Canara Robeco Multi Cap Fund - Direct Plan - Growth Option,14.94,14-10-2024
Bajaj Finserv Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151833,Bajaj Finserv Liquid Fund - Direct Plan - Growth,1095.554,14-10-2024
Bajaj Finserv Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151834,Bajaj Finserv Liquid Fund - Direct Plan - Weekly - IDCW,1034.6939,14-10-2024
Bajaj Finserv Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151835,Bajaj Finserv Liquid Fund - Direct Plan - Daily - IDCW,1034.6939,14-10-2024
Bajaj Finserv Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151836,Bajaj Finserv Liquid Fund - Direct Plan - Monthly - IDCW,1040.6753,14-10-2024
Bajaj Finserv Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151837,Bajaj Finserv Liquid Fund - Regular Plan - Growth,1093.1718,14-10-2024
Bajaj Finserv Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151838,Bajaj Finserv Liquid Fund - Direct Plan - Fortnightly - IDCW,1036.1124,14-10-2024
Bajaj Finserv Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151839,Bajaj Finserv Liquid Fund - Regular Plan - Daily - IDCW,1033.8241,14-10-2024
Bajaj Finserv Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151840,Bajaj Finserv Liquid Fund - Regular Plan - Weekly - IDCW,1033.8241,14-10-2024
Bajaj Finserv Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151841,Bajaj Finserv Liquid Fund - Regular Plan - Fortnightly - IDCW,1035.1884,14-10-2024
Bajaj Finserv Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,151842,Bajaj Finserv Liquid Fund - Regular Plan - Monthly - IDCW,1039.6604,14-10-2024
