Fund House,Scheme Type,Scheme Category,Scheme Code,Scheme Name,NAV,Date
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,132005,Aditya Birla Sun Life Global Excellence Equity Fund Of Fund- Retail Plan - Regular Plan - Growth Option,32.6095,11-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,132009,Aditya Birla Sun Life Global Excellence Equity Fund Of Fund - Retail Plan - Direct Plan - Growth Option,34.5284,11-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,132010,Aditya Birla Sun Life Global Excellence Equity Fund Of Fund-DIRECT - RETAIL - IDCW,34.546,11-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,132138,Aditya Birla SUn Life Global Emerging Opportunities Fund - Regular Plan - Growth Option,25.0961,11-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,132139,Aditya Birla Sun Life Global Emerging Opportunities Fund - Regular - IDCW,25.1006,11-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,132140,Aditya Birla Sun Life Global Emerging Opportunities Fund - Direct plan - Growth Option,26.16,11-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,132141,Aditya Birla Sun Life Global Emerging Opportunities Fund - Direct - IDCW,23.1371,11-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,132174,Aditya Birla Sun Life Financial Planning Fund - Moderate Plan - Regular Plan - Growth Option,41.087,11-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,132175,Aditya Birla Sun Life Financial Planning Fund -Moderate  Plan -  Regular -  IDCW,36.8521,11-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,132178,Aditya Birla Sun life Financial Planning Fund - Conservative Plan - Regular Plan - Growth Option,32.8292,11-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,132179,Aditya Birla Sun Life Financial Planning Fund - Conservative Plan -Regular - IDCW,29.8677,11-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,132180,Aditya Birla Sun Life Financial Planning Fund - Aggressive Plan - Regular Plan - Growth Option,52.9384,11-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,132181,Aditya Birla Sun Life Financial Planning Fund - Aggressive Plan -Regular - IDCW,48.4574,11-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,132183,Aditya Birla Sun Life Financial Planning Fund - Conservative Plan - Direct Plan - Growth Option,34.7944,11-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,132184,Aditya Birla Sun Life Financial Planning Fund - Conservative Plan -Direct - IDCW,23.6247,11-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,132185,Aditya Birla Sun Life Financial Planning Fund - Moderate Plan - Direct Plan - Growth Option,43.7603,11-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,132186,Aditya Birla Sun Life Financial Planning Fund - Aggressive Plan - Direct Plan - Growth Option,57.8148,11-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,132187,Aditya Birla Sun Life Financial Planning Fund - Aggressive Plan - Direct - IDCW,52.9477,11-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,132189,Aditya Birla Sun Life Financial Planning Fund -Moderate  Plan - Direct - IDCW,39.6785,11-10-2024
Tata Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,132756,Tata ELSS Tax Saver Fund-Growth-Direct Plan,52.0184,14-10-2024
Tata Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,132757,Tata ELSS Tax Saver Fund-Growth-Regular Plan,45.8317,14-10-2024
HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,132848,HDFC Corporate Bond Fund - IDCW Option,18.6299,14-10-2024
HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,132849,HDFC Corporate Bond Fund - IDCW Option - Direct Plan,19.235,14-10-2024
HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,132852,HDFC Medium Term Debt Fund - IDCW Option,17.9832,14-10-2024
HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,132853,HDFC Medium Term Debt Fund - IDCW Option - Direct Plan,19.2345,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,132871,NIPPON INDIA CREDIT RISK FUND - IDCW Option,18.0133,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,132873,NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - IDCW Option,19.4577,14-10-2024
Aditya Birla Sun Life Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,132917,Aditya Birla Sun Life Dynamic Bond Fund -Regular - IDCW,12.4078,14-10-2024
Aditya Birla Sun Life Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,132918,Aditya Birla Sun Life Dynamic Bond Fund -Direct - IDCW,13.3763,14-10-2024
SBI Mutual Fund,Close Ended Schemes,ELSS,132923,SBI Long Term Advantage Fund - Series I - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),37.4548,14-10-2024
SBI Mutual Fund,Close Ended Schemes,ELSS,132924,SBI LONG TERM ADVANTAGE FUND - SERIES I - REGULAR PLAN - GROWTH,44.4825,14-10-2024
SBI Mutual Fund,Close Ended Schemes,ELSS,132933,SBI LONG TERM ADVANTAGE FUND - SERIES I - DIRECT PLAN - GROWTH,46.1036,14-10-2024
SBI Mutual Fund,Close Ended Schemes,ELSS,132934,SBI Long Term Advantage Fund - Series I - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),38.859,14-10-2024
Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,132987,Franklin India Multi - Asset Solution Fund of Funds- Growth Plan,19.1566,11-10-2024
Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,132988,Franklin India Multi - Asset Solution Fund of Funds- IDCW,19.1566,11-10-2024
Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,132989,Franklin India Multi - Asset Solution Fund of Funds- Growth Plan - Direct,21.452,11-10-2024
Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,132990,Franklin India Multi - Asset Solution Fund of Funds - Direct - IDCW,21.452,11-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,132995,Aditya Birla Sun Life Equity Savings Fund - Direct Plan - Growth,23.11,14-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,132996,Aditya Birla Sun Life Equity Savings Fund - Direct - IDCW,15.63,14-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,132997,Aditya Birla Sun Life Equity Savings Fund - Regular - IDCW,13.33,14-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,132998,Aditya Birla Sun Life Equity Savings Fund - Regular Plan - Growth,20.94,14-10-2024
Kotak Mahindra Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,133035,Kotak Equity Hybrid - Growth - Direct,72.673,14-10-2024
Kotak Mahindra Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,133036,Kotak Equity Hybrid - Growth,62.491,14-10-2024
ICICI Prudential Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,133051,ICICI Prudential Equity Savings Fund - Cumulative option,21.52,14-10-2024
ICICI Prudential Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,133052,ICICI Prudential Equity Savings Fund - Direct Plan - Quarterly IDCW,15.75,14-10-2024
ICICI Prudential Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,133053,ICICI Prudential Equity Savings Fund - Quarterly IDCW,13.45,14-10-2024
ICICI Prudential Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,133054,ICICI Prudential Equity Savings Fund - Direct Plan - Cumulative option,23.01,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,133059,UTI Ultra Short Duration Fund - Direct Plan - Quarterly IDCW,1789.5397,14-10-2024
Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - Other  ETFs,133122,Kotak Nifty Bank ETF,532.7932,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,133127,UTI Low Duration Fund - Direct Plan - Flexi IDCW,1447.8807,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,133130,UTI Low Duration Fund - Regular Plan - Flexi IDCW,1278.1818,14-10-2024
HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,133147,HDFC Credit Risk Debt Fund - IDCW Option - Direct Plan,21.4782,14-10-2024
HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,133148,HDFC Credit Risk Debt Fund - IDCW Option,20.9685,14-10-2024
UTI Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,133180,UTI Dynamic Bond Fund - Direct Plan - Flexi IDCW,15.9601,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,133265,Nippon India Gilt Securities Fund- Direct Plan- Growth Plan- Bonus Option,22.8727,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,133280,UTI Medium to Long Duration Fund - Direct Plan - Flexi IDCW,14.7191,14-10-2024
LIC Mutual Fund,Open Ended Schemes,Other Scheme - Other  ETFs,133307,LIC MF Nifty 8-13 yr G-Sec ETF,26.4364,14-10-2024
Sundaram Mutual Fund,Close Ended Schemes,ELSS,133322,Sundaram Long Term Tax Advantage Fund Series I Regular Plan - Growth,32.4537,14-10-2024
Sundaram Mutual Fund,Close Ended Schemes,ELSS,133323,Sundaram Long Term Tax Advantage Fund Series I Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),25.6505,14-10-2024
Sundaram Mutual Fund,Close Ended Schemes,ELSS,133324,Sundaram Long Term Tax Advantage Fund Series I Direct Plan - Growth,33.2281,14-10-2024
Sundaram Mutual Fund,Close Ended Schemes,ELSS,133325,Sundaram Long Term Tax Advantage Fund Series I Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),26.3874,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,133344,UTI Credit Risk Fund - Regular Plan - Annual IDCW,10.7933,14-10-2024
SBI Mutual Fund,Close Ended Schemes,ELSS,133361,SBI LONG TERM ADVANTAGE FUND - SERIES II - REGULAR PLAN - GROWTH,46.4002,14-10-2024
SBI Mutual Fund,Close Ended Schemes,ELSS,133362,SBI Long Term Advantage Fund - Series II - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),39.2375,14-10-2024
SBI Mutual Fund,Close Ended Schemes,ELSS,133363,SBI Long Term Advantage Fund - Series II - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),40.6849,14-10-2024
SBI Mutual Fund,Close Ended Schemes,ELSS,133364,SBI LONG TERM ADVANTAGE FUND - SERIES II - DIRECT PLAN - GROWTH,48.0753,14-10-2024
HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,133365,HDFC Income Fund - Normal IDCW - Direct Plan,19.2754,14-10-2024
HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,133366,HDFC Income Fund - Normal IDCW Option,17.4501,14-10-2024
HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,133367,HDFC Short Term  Debt Fund - Normal IDCW - Direct Plan,18.4441,14-10-2024
HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,133368,HDFC Short Term  Debt Fund - Normal IDCW Option,17.9671,14-10-2024
HDFC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,133369,HDFC Dynamic Debt Fund - Normal IDCW - Direct Plan,19.8072,14-10-2024
HDFC Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,133370,HDFC Dynamic Debt Fund - Normal IDCW Option,18.3588,14-10-2024
Motilal Oswal Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,133383,Motilal Oswal ELSS Tax Saver Fund - IDCW Payout,35.3708,14-10-2024
Motilal Oswal Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,133384,Motilal Oswal ELSS Tax Saver Fund Direct - IDCW Payout,44.3489,14-10-2024
Motilal Oswal Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,133385,Motilal Oswal ELSS Tax Saver Fund - Regular Plan - Growth Option,55.7444,14-10-2024
Motilal Oswal Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,133386,Motilal Oswal ELSS Tax Saver Fund - Direct Plan - Growth Option,63.2921,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,133387,UTI Money Market Fund - Direct Plan - Monthly IDCW,1446.0113,14-10-2024
JM Financial Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,133388,JM Dynamic Bond Fund - (Direct) - Half Yearly Bonus Option - Principal Units,42.0485,14-10-2024
JM Financial Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,133389,JM Dynamic Bond Fund (Regular) - Half Yearly Bonus Option - Principal Units,39.6312,14-10-2024
JM Financial Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,133390,JM Dynamic Bond Fund (Regular) - Monthly IDCW,39.5976,14-10-2024
JM Financial Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,133394,JM Arbitrage Fund (Regular) - Annual Bonus Option - Principal Units,31.4908,14-10-2024
JM Financial Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,133395,JM Arbitrage Fund (Direct) - Annual Bonus Option - Principal Units,17.0071,14-10-2024
JM Financial Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,133396,JM Arbitrage Fund (Regular) - Quarterly Bonus Option - Principal Units,31.5446,14-10-2024
JM Financial Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,133397,JM Arbitrage Fund (Direct) - Half Yearly Bonus Option - Principal Units,33.1591,14-10-2024
JM Financial Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,133398,JM Arbitrage Fund (Direct) - Quarterly Bonus Option - Principal Units,33.169,14-10-2024
JM Financial Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,133399,JM Arbitrage Fund (Regular) - Half Yearly Bonus Option - Principal Units,31.5446,14-10-2024
JM Financial Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,133400,JM Aggressive Hybrid Fund (Regular) - Bonus Option - Principal Units,131.3018,14-10-2024
JM Financial Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,133401,JM Aggressive Hybrid Fund (Direct) - Bonus Option - Principal Units,147.5914,14-10-2024
JM Financial Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,133402,JM Aggressive Hybrid Fund (Direct) - Half Yearly IDCW,103.7393,14-10-2024
JM Financial Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,133403,JM Aggressive Hybrid Fund (Regular) - Half Yearly Bonus Option - Principal Units,131.3018,14-10-2024
JM Financial Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,133404,JM Aggressive Hybrid Fund (Regular) - Monthly IDCW,92.5072,14-10-2024
JM Financial Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,133405,JM Aggressive Hybrid Fund (Regular) - Quarterly IDCW,33.0179,14-10-2024
JM Financial Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,133406,JM Aggressive Hybrid Fund (Direct) - Quarterly IDCW,36.4768,14-10-2024
JM Financial Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,133407,JM Aggressive Hybrid Fund (Regular) - Annual Bonus Option - Principal Units,131.3018,14-10-2024
JM Financial Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,133408,JM Aggressive Hybrid Fund (Regular) - Half Yearly IDCW,93.2487,14-10-2024
JM Financial Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,133409,JM Aggressive Hybrid Fund (Direct) - Half Yearly Bonus Option - Principal Units,147.5914,14-10-2024
JM Financial Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,133410,JM Aggressive Hybrid Fund (Regular) - Quarterly Bonus Option - Principal Units,131.3018,14-10-2024
JM Financial Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,133411,JM Aggressive Hybrid Fund (Direct) - Quarterly Bonus Option - Principal Units,147.5914,14-10-2024
JM Financial Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,133412,JM Aggressive Hybrid Fund (Direct) - Monthly IDCW,103.7088,14-10-2024
JM Financial Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,133414,JM Dynamic Bond Fund (Direct) - Monthly IDCW,42.3241,14-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,133445,Aditya Birla Sun Life Income Fund - Regular - IDCW,12.8593,14-10-2024
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,133446,Aditya Birla Sun Life Income Fund - Direct - IDCW,13.6613,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,133469,UTI Low Duration Fund - Direct Plan - Half-Yearly IDCW,1319.9146,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,133484,UTI Money Market Fund - Regular Plan - Monthly IDCW,1039.8195,14-10-2024
Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,133486,Baroda BNP Paribas Credit Risk Fund -Regular-Growth Option,20.9417,14-10-2024
Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,133488,Baroda BNP Paribas Credit Risk Fund -Direct-Growth Option,22.9242,14-10-2024
Aditya Birla Sun Life Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,133513,Aditya Birla Sun Life Manufacturing Equity Fund - Regular Plan - Growth,34.4,14-10-2024
Aditya Birla Sun Life Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,133514,Aditya Birla Sun Life Manufacturing Equity Fund - Direct - IDCW,25.41,14-10-2024
Aditya Birla Sun Life Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,133515,Aditya Birla Sun Life Manufacturing Equity Fund - Regular - IDCW,23.42,14-10-2024
Aditya Birla Sun Life Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,133516,Aditya Birla Sun Life Manufacturing Equity Fund - Direct Plan - Growth,37.56,14-10-2024
Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,133517,Baroda BNP Paribas Credit Risk Fund -Regular-Monthly IDCW,11.3141,14-10-2024
Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,133518,Baroda BNP Paribas Credit Risk Fund -Regular-Quarterly IDCW,11.7486,14-10-2024
Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,133520,Baroda BNP Paribas Credit Risk Fund -Direct- Monthly IDCW,14.2379,14-10-2024
Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,133524,Baroda BNP Paribas Credit Risk Fund -Direct- Quarterly IDCW,12.6732,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,133565,Nippon India Retirement Fund- Wealth Creation Scheme- Growth Plan - Growth Option,29.8245,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,133566,NIPPON INDIA RETIREMENT FUND - WEALTH CREATION SCHEME - Direct Plan - IDCW Option,26.6813,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,133567,NIPPON INDIA RETIREMENT FUND - WEALTH CREATION SCHEME - IDCW Option,23.3265,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,133568,Nippon India Retirement Fund- Wealth Creation Scheme- Direct Plan- Growth Plan - Growth Option,33.358,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,133569,Nippon India Retirement Fund- Income Generation Scheme- Direct Plan- Growth Plan - Growth Option,22.2855,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,133570,NIPPON INDIA RETIREMENT FUND - INCOME GENERATION SCHEME - Direct Plan - IDCW Option,22.2855,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,133571,NIPPON INDIA RETIREMENT FUND - INCOME GENERATION SCHEME - IDCW Option,19.7424,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,133572,Nippon India Retirement Fund- Income Generation Scheme-Growth Plan - Growth Option,19.7397,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,133628,Nippon India Retirement Fund- Income Generation Scheme- Growth Plan- Bonus Option,19.7397,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,133629,Nippon India Retirement Fund- Income Generation Scheme- Direct Plan-Growth Plan- Bonus Option,22.2855,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,133630,Nippon India Retirement Fund- Wealth Creation Scheme- Direct Plan-Growth Plan- Bonus Option,33.358,14-10-2024
Nippon India Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,133631,Nippon India Retirement Fund- Wealth Creation Scheme- Growth Plan- Bonus Option,29.8245,14-10-2024
Bandhan Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,133679,BANDHAN Arbitrage Fund-Direct Plan-Annual IDCW,12.6646,14-10-2024
Bandhan Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,133680,BANDHAN Arbitrage Fund - Regular Plan - Annual IDCW,11.0625,14-10-2024
Bandhan Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,133681,BANDHAN Equity Savings Fund-Direct Plan-Annual IDCW,14.41,14-10-2024
Bandhan Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,133682,BANDHAN Equity Savings Fund - Regular Plan -Annual IDCW,13.153,14-10-2024
LIC Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,133709,LIC MF Large & Mid Cap Fund-Direct Plan-IDCW,36.2476,14-10-2024
LIC Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,133710,LIC MF Large & Mid Cap Fund-Direct Plan-Growth,45.6827,14-10-2024
LIC Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,133711,LIC MF Large & Mid Cap Fund-Regular Plan-Growth,40.1009,14-10-2024
LIC Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,133712,LIC MF Large & Mid Cap Fund-Regular Plan-IDCW,32.4678,14-10-2024
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,133733,UTI Low Duration Fund - Regular Plan - Fortnightly IDCW,1330.7939,14-10-2024
Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,133782,Kotak Corporate Bond Fund- Regular Plan-Growth Option,3562.397,14-10-2024
Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,133787,Kotak Corporate Bond Fund- Regular Plan-Monthly Dividend Option,1160.4919,14-10-2024
Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,133791,Kotak Corporate Bond Fund- Direct Plan- Growth Option,3710.7949,14-10-2024
Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,133792,Kotak Corporate Bond Fund- Direct Plan- Monthly Payout of Income Distribution cum capital withdrawal option,1082.6348,14-10-2024
Kotak Mahindra Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,133796,Kotak Infrastructure & Economic Reform Fund - Standard Plan-Growth,71.415,14-10-2024
Kotak Mahindra Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,133799,Kotak Infrastructure & Economic Reform Fund - Standard Plan-Payout of Income Distribution cum capital withdrawal option,57.116,14-10-2024
Kotak Mahindra Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,133800,Kotak Infrastructure & Economic Reform Fund- Direct Plan- Payout of Income Distribution cum capital withdrawal option,82.466,14-10-2024
Kotak Mahindra Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,133801,Kotak Infrastructure & Economic Reform Fund- Direct Plan- Growth Option,83.42,14-10-2024
Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,133805,Kotak Low Duration Fund- Regular Plan-Growth Option,3174.6003,14-10-2024
Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,133809,Kotak Low Duration Fund- Regular Plan-Standard Income Distribution cum capital withdrawal option,1210.063,14-10-2024
Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,133810,Kotak Low Duration Fund- Direct Plan- Growth Option,3442.8905,14-10-2024
Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,133812,Kotak Low Duration Fund - Direct Plan- Standard Income Distribution cum capital withdrawal option,1463.0661,14-10-2024
PGIM India Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,133836,PGIM India Flexi Cap Fund - Regular Plan - Growth Option,36.44,14-10-2024
PGIM India Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,133837,PGIM India Flexi Cap Fund - Direct Plan - Dividend Option,23.85,14-10-2024
PGIM India Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,133838,PGIM India Flexi Cap Fund - Regular Plan - Dividend Option,21.33,14-10-2024
