Code,Scheme Name,NAV,ISIN Div Payout,ISIN Growth,ISIN Div Reinvestment
,,N/A,,N/A,N/A
,,N/A,,N/A,N/A
,,N/A,,N/A,N/A
147417,UTI Fixed Term Income Fund Series XXXII-II(1111 Days) - Regular Plan - Quarterly IDCW,10.00000,INF789F1ALZ1,N/A,N/A
147420,UTI - Fixed Term Income Fund Series XXXII-II (1111 Days) - Regular Plan - Growth Option,12.37490,INF789F1ALY4,N/A,N/A
146990,UTI - Fixed Term Income Fund Series XXXI-XI (1169 Days) - Regular Plan - Growth Option,12.36040,INF789F1AJQ4,N/A,N/A
,,N/A,,N/A,N/A
,,N/A,INF174KA1DH1,N/A,N/A
147266,KOTAK FLOATING RATE FUND-REGULAR PLAN-GROWTH OPTION,1435.74110,INF174KA1DY6,N/A,N/A
,,N/A,,N/A,N/A
147296,HSBC Overnight Fund - Direct Weekly IDCW,1000.18000,INF336L01OJ8INF336L01OH2,N/A,N/A
147407,Aditya Birla Sun Life Pharma and Healthcare Fund-Regular-Growth,30.04000,INF209KB1N91,N/A,N/A
149451,Union Overnight Fund - Unclaimed Amounts Plan - IDCW Beyond 3 years,1000.00000,,N/A,N/A
144460,Kotak FMP Series 237- Regular Plan -Growth Option,12.74128,INF174KA1269,N/A,N/A
147308,WhiteOak Capital Ultra Short Duration Fund- Regular plan-Daily Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1002.85150,INF03VN01258,N/A,N/A
,,N/A,,N/A,N/A
144463,Franklin India Equity Savings Fund - Quarterly - IDCW,12.50990,INF090I01PJ4INF090I01PI6,N/A,N/A
147328,UTI - Fixed Term Income Fund Series XXXI-XV (1099 Days) - Regular Plan - Growth Option,12.41870,INF789F1ALE6,N/A,N/A
,,N/A,INF109KC1KR3,N/A,N/A
146769,HSBC Large & Mid Cap Fund - Regular IDCW,21.55980,INF336L01NZ6INF336L01OA7,N/A,N/A
147317,SBI Fixed Maturity Plan (FMP) - Series 7 (1175 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),12.49670,INF200KA1F50,N/A,N/A
,,N/A,INF174KA1DL3,N/A,N/A
147261,UTI Fixed Term Income Fund Series XXXI-XIV (1111 Days) - Regular Plan - Annual IDCW,10.00000,INF789F1AKW0,N/A,N/A
144462,Franklin India Equity Savings Fund - Direct - IDCW ,14.84250,INF090I01PC9INF090I01PB1,N/A,N/A
146776,HDFC FMP 1127D March 2019 (1) - Quarterly IDCW Option,10.00000,INF179KC1593,N/A,N/A
146837,Kotak Monthly Interval Plan Series 4-Direct Plan- Growth,0.00010,INF174KA1DB4,N/A,N/A
144482,Nippon India Fixed Horizon Fund XXXVIII- Series 11- Direct Plan- Growth Option,12.96960,INF204KB1E85,N/A,N/A
,,N/A,,N/A,N/A
147233,HDFC FMP 1100D April 2019 (1) - IDCW Option - Direct Plan,10.00000,INF179KC1916,N/A,N/A
144917,SBI Debt Fund Series - C - 24 (1100 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),12.59330,INF200KA1VN9,N/A,N/A
,,N/A,,N/A,N/A
144403,Mahindra Manulife Dynamic Bond Fund - Direct Plan - Growth,14.60890,INF174V01580,N/A,N/A
147288,HSBC Overnight Fund - Regular Weekly IDCW,1000.20990,INF336L01OP5INF336L01ON0,N/A,N/A
144446,ICICI Prudential Bharat Consumption Fund - Series 4 - IDCW Option,14.76000,INF109KC1IV9,N/A,N/A
,,N/A,,N/A,N/A
145036,HDFC Ultra Short Term Fund - Direct Plan-Monthly IDCW Option,10.08270,INF179KB10R5INF179KB19Q8,N/A,N/A
,,N/A,,N/A,N/A
147160,ITI Liquid Fund - Direct Plan - Fortnightly IDCW Option,1001.16460,INF00XX01341INF00XX01317,N/A,N/A
144899,Nippon India Fixed Horizon Fund XXXIX- Series 4- Direct Plan- Growth Option,13.52810,INF204KB1I81,N/A,N/A
,,N/A,,N/A,N/A
149454,Union Overnight Fund - Unclaimed Amounts Plan - Redemption Upto 3 years,1182.84360,,N/A,N/A
144797,HDFC FMP 1487D August 2018 (1) - IDCW Option,10.00000,INF179KB13O6,N/A,N/A
147264,UTI Fixed Term Income Fund Series XXXI-XIV (1111 Days) - Regular Plan - Maturity IDCW,10.00000,INF789F1AKX8,N/A,N/A
144815,ICICI Prudential Fixed Maturity Plan - Series 84 - 1101 Days Plan A - Direct Plan Quarterly IDCW Option,12.63760,INF109KC1KH4,N/A,N/A
147206,Mirae Asset Focused Fund Direct Plan Growth,26.68900,INF769K01EU0,N/A,N/A
146928,Aditya Birla Sun Life Retirement Fund-The 40s Plan-Regular - Payout of IDCW,15.25300,INF209KB1I64,N/A,N/A
149395,Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Unclaimed Redemption > 3 Years,1183.01630,,N/A,N/A
146931,ICICI Prudential Fixed Maturity Plan - Series 85 - 1127 Days Plan Q - Direct Plan Cumulative Option,12.47380,INF109KC1XR6,N/A,N/A
144762,Axis Ultra Short Duration Fund - Regular Plan - Weekly IDCW,10.07080,INF846K01G56INF846K01G49,N/A,N/A
,,N/A,,N/A,N/A
,,N/A,INF109KC1XY2,N/A,N/A
147098,Nippon India Fixed Horizon Fund XLI - Series 8 - Direct Plan - Growth Option,15.71340,INF204KB17B0,N/A,N/A
146941,Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan-Regular Plan-Growth,12.66790,INF209KB1J71,N/A,N/A
147453,Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),1003.33300,INF666M01GR5INF666M01GS3,N/A,N/A
147172,UTI Fixed Term Income Fund Series XXXI-XIII (1127 Days) - Direct Plan - Quarterly IDCW,10.00000,INF789F1AKQ2,N/A,N/A
,,N/A,,N/A,N/A
147452,Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Direct Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),1215.23810,INF666M01GP9INF666M01GQ7,N/A,N/A
144464,Franklin India Equity Savings Fund - Monthly - IDCW,13.35900,INF090I01PF2INF090I01PE5,N/A,N/A
147450,Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Direct Plan- Growth Option,1285.62070,INF666M01GL8,N/A,N/A
,,N/A,,N/A,N/A
147103,SBI Fixed Maturity Plan (FMP) - Series 2 (1178 Days) - Regular Plan - Growth,12.52610,INF200KA1D29,N/A,N/A
147164,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,1001.18520,INF00XX01218,N/A,N/A
,,N/A,,N/A,N/A
,,N/A,INF204KB19B6,N/A,N/A
143210,UTI Fixed Term Income Fund Series XXIX-II ( 1118 Days) - Direct Plan - Growth Option,11.41900,INF789FC19Q2,N/A,N/A
149444,Franklin India Overnight Fund- Unclaimed Redemption Investor EducationPlan,10.00000,,N/A,N/A
144800,HDFC FMP 1487D August 2018 (1) - Growth Option - Direct Plan,14.17620,INF179KB19N5,N/A,N/A
,,N/A,,N/A,N/A
147329,UTI Fixed Term Income Fund Series XXXI-XV (1099 Days) - Regular Plan - Annual IDCW,10.00000,INF789F1ALG1,N/A,N/A
147078,UTI Fixed Term Income Fund Series XXXI-XII (1148 Days) - Regular Plan - Quarterly IDCW,10.00000,INF789F1AKB4,N/A,N/A
147154,ITI Liquid Fund - Regular Plan - Daily IDCW Option,1001.00000,INF00XX01200,N/A,N/A
147141,ICICI Prudential Fixed Maturity Plan - Series 86 - 1099 Days Plan A - Direct Plan Half Yearly IDCW Option,12.48560,INF109KC1A70,N/A,N/A
147416,UTI Fixed Term Income Fund Series XXXII-II(1111 Days) - Regular Plan - Annual IDCW,10.00000,INF789F1AMA2,N/A,N/A
,,N/A,,N/A,N/A
145006,Kotak FMP Series 245-Direct Plan-Growth Option,12.70298,INF174KA1640,N/A,N/A
,,N/A,,N/A,N/A
,,N/A,,N/A,N/A
,,N/A,,N/A,N/A
144491,UTI Equity Savings Fund - Direct Plan - IDCW,18.37580,INF789F1A769INF789F1A751,N/A,N/A
145055,Sundaram Money Market Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),10.49330,INF903JA1FV8,N/A,N/A
144993,SBI Debt Fund Series - C - 25 (1100 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),12.82160,INF200KA1VU4,N/A,N/A
147159,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,1001.18770,INF00XX01309,N/A,N/A
150501,HSBC Overnight Fund - Unclaimed IDCW Above three years,1000.00000,,N/A,N/A
147197,Baroda BNP Paribas Overnight Fund - Direct Plan - Daily IDCW,1000.00280,INF955L01HW2,N/A,N/A
147150,HSBC FTS 140 - IDCW Direct Plan - Tenure 1147 Days - Maturity: 15-Jun-2022,10.00000,INF336L01OC3,N/A,N/A
145052,Sundaram Money Market Fund Direct Plan - Quarterly Payout of Income Distribution cum Capital Withdrawal (IDCW),12.44300,INF903JA1FT2,N/A,N/A
147096,NIPPON INDIA FIXED HORIZON FUND - XLI - SERIES 8 - IDCW Option,15.45440,INF204KB16B2,N/A,N/A
147133,SBI Fixed Maturity Plan (FMP) - Series 3 (1179 Days) - Regular Plan - Growth,12.56240,INF200KA1D60,N/A,N/A
,,N/A,,N/A,N/A
147134,SBI Fixed Maturity Plan (FMP) - Series 3 (1179 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),12.56240,INF200KA1D78,N/A,N/A
147185,ITI Multi Cap Fund - Regular Plan - IDCW Option,20.76960,INF00XX01143INF00XX01150,N/A,N/A
147152,HSBC Fixed Term Series 140 Direct plan - Growth Option,12.61850,INF336L01OB5,N/A,N/A
144768,Franklin India Fixed Maturity Plans- Series 4- Plan D(1098 days)- Quarterly Dividend- Direct,10.00000,INF090I01PX5,N/A,N/A
144977,HDFC FMP 1381D September 2018 (1) - Quarterly IDCW Option - Direct Plan,10.00000,INF179KB11Q5,N/A,N/A
,,N/A,INF204KB1J98,N/A,N/A
149396,Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Unclaimed Redemption < 3 Years,1178.43540,,N/A,N/A
,,N/A,,N/A,N/A
147186,ITI Multi Cap Fund - Direct Plan - IDCW Option,23.33180,INF00XX01176INF00XX01184,N/A,N/A
147194,Baroda BNP Paribas Overnight Fund - Regular Plan - Daily IDCW,1000.00190,INF955L01HT8,N/A,N/A
147158,ITI Liquid Fund - Direct Plan - Daily IDCW Option,1001.00000,INF00XX01291,N/A,N/A
147072,UTI Fixed Term Income Fund Series XXXI-XII (1148 Days) - Direct Plan - Annual IDCW,10.00000,INF789F1AKH1,N/A,N/A
147355,Nippon India Fixed Horizon Fund XLI - Series 11 - Direct Plan - Growth Option,12.46640,INF204KB19C4,N/A,N/A
144468,Franklin India Equity Savings Fund - IDCW ,13.59060,INF090I01OZ3INF090I01OY6,N/A,N/A
144906,Shriram Flexi Cap Fund - Direct-IDCW,23.02790,INF680P01117INF680P01125,N/A,N/A
147347,ICICI Prudential MNC Fund - Direct Plan - IDCW Option,21.24000,INF109KC1E01,N/A,N/A
145039,HDFC Ultra Short Term Fund - Direct Plan-Daily IDCW Option,10.09200,INF179KB16Q4,N/A,N/A
147322,UTI - Fixed Term Income Fund Series XXXI-XV (1099 Days) - Direct Plan - Growth Option,12.55040,INF789F1ALJ5,N/A,N/A
145021,ICICI Prudential Fixed Maturity Plan - Series 84 - 1293 Days Plan D - Half Yearly IDCW Option,13.24140,INF109KC1KW3,N/A,N/A
147267,KOTAK FLOATING RATE FUND-DIRECT PLAN-Standard Reinvestment of Income Distribution cum capital withdrawal option,1277.07700,INF174KA1EF3,N/A,N/A
147455,Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Regular Plan- - Income Distribution cum capital withdrawal Option ( Reinvestment),1001.01610,INF666M01GU9,N/A,N/A
144819,ICICI Prudential Fixed Maturity Plan - Series 84 - 1101 Days Plan A - Direct Plan Cumulative Option,12.63720,INF109KC1KG6,N/A,N/A
147142,ICICI Prudential Fixed Maturity Plan - Series 86 - 1099 Days Plan A - Half Yearly IDCW Option,12.38110,INF109KC1A47,N/A,N/A
147236,HDFC FMP 1100D April 2019 (1) - Growth Option,12.39990,INF179KC1932,N/A,N/A
147311,WhiteOak Capital Ultra Short Duration Fund- Direct plan-Growth Option,1346.12420,INF03VN01209,N/A,N/A
,,N/A,,N/A,N/A
147345,ICICI Prudential MNC Fund - Growth Option,27.63000,INF109KC1D69,N/A,N/A
144979,HDFC FMP 1381D September 2018 (1) - Growth Option,13.43590,INF179KB12Q3,N/A,N/A
144949,UTI Fixed Term Income Fund Series XXX-IV (1125 Days) - Direct Plan - Maturity IDCW,10.00000,INF789F1AAO8,N/A,N/A
147354,NIPPON INDIA FIXED HORIZON FUND - XLI - SERIES 10 - IDCW Option,12.75700,INF204KB14C5,N/A,N/A
144763,Franklin India Fixed Maturity Plans- Series 4- Plan D (1098 days) - Growth,0.00000,INF090I01PS5,N/A,N/A
144774,Reliance Fixed Horizon Fund XXXIX- Series 3- Dividend Plan,10.00000,INF204KB1H90,N/A,N/A
149989,Baroda BNP Paribas Overnight Fund - Plan C - Unclaimed Redemption - Up to 3 years,1174.25400,,N/A,N/A
147073,UTI Fixed Term Income Fund Series XXXI-XII (1148 Days) - Direct Plan - Quarterly IDCW,10.00000,INF789F1AKG3,N/A,N/A
147263,UTI Fixed Term Income Fund Series XXXI-XIV (1111 Days) - Regular Plan - Flexi IDCW,10.00000,INF789F1AKY6,N/A,N/A
147303,DSP Quant Fund - Regular Plan - Growth,20.85200,INF740KA1NN3,N/A,N/A
147139,ICICI Prudential Fixed Maturity Plan - Series 86 - 1099 Days Plan A - Quarterly IDCW Option,12.39130,INF109KC1A39,N/A,N/A
147157,ITI Liquid Fund - Direct Plan - Growth Option,1313.98930,INF00XX01283,N/A,N/A
,,N/A,INF204KB10C3,N/A,N/A
,,N/A,,N/A,N/A
,,N/A,,N/A,N/A
144816,ICICI Prudential Fixed Maturity Plan - Series 84 - 1101 Days Plan A - Direct Plan Half Yearly IDCW Option,12.63710,INF109KC1KI2,N/A,N/A
147163,ITI Liquid Fund - Direct Plan - Monthly IDCW Option,1004.45080,INF00XX01358INF00XX01325,N/A,N/A
147234,HDFC FMP 1100D April 2019 (1) - Quarterly IDCW Option,10.00000,INF179KC1957,N/A,N/A
,,N/A,,N/A,N/A
147369,UTI Fixed Term Income Fund Series XXXII-I(1126 Days) - Direct Plan - Flexi IDCW,10.00000,INF789F1ALX6,N/A,N/A
147076,UTI - Fixed Term Income Fund Series XXXI-XII (1148 Days) - Regular Plan - Growth Option,12.61240,INF789F1AKA6,N/A,N/A
147156,ITI Liquid Fund - Regular Plan - Monthly IDCW Option,1001.15380,INF00XX01267INF00XX01234,N/A,N/A
147183,ITI Multi Cap Fund - Direct Plan - Growth Option,25.31860,INF00XX01168,N/A,N/A
147352,NIPPON INDIA FIXED HORIZON FUND - XLI - SERIES 10 - DIRECT Plan - IDCW Option,12.97240,INF204KB16C0,N/A,N/A
,,N/A,,N/A,N/A
147478,Mirae Asset Midcap Fund Direct IDCW,27.88000,INF769K01EZ9INF769K01FC5,N/A,N/A
,,N/A,,N/A,N/A
147289,HSBC Overnight Fund - Regular Daily IDCW,1000.01330,INF336L01OM2,N/A,N/A
,,N/A,,N/A,N/A
147305,DSP Quant Fund - Regular Plan - IDCW,18.79500,INF740KA1NO1INF740KA1NP8,N/A,N/A
,,N/A,,N/A,N/A
147403,Shriram Balanced Advantage Fund - Direct- IDCW,18.21690,INF680P01216INF680P01224,N/A,N/A
147097,Nippon India Fixed Horizon Fund XLI - Series 8 - Growth Option,15.45440,INF204KB15B4,N/A,N/A
149988,Baroda BNP Paribas Overnight Fund - Plan C - Unclaimed IDCW - Greater than 3 years,1000.00000,,N/A,N/A
,,N/A,,N/A,N/A
,,N/A,,N/A,N/A
146500,HDFC FMP 1146D February 2019 (1) - Quarterly IDCW Option,10.00000,INF179KC1411,N/A,N/A
147310,WhiteOak Capital Ultra Short Duration Fund- Regular plan-Weekly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1004.38510,INF03VN01316INF03VN01324,N/A,N/A
147409,Aditya Birla Sun Life Pharma and Healthcare Fund-Direct-Growth,32.69000,INF209KB1O25,N/A,N/A
147153,ITI Liquid Fund - Regular Plan - Growth Option,1304.20490,INF00XX01192,N/A,N/A
147287,HSBC Overnight Fund - Direct Growth,1304.11660,INF336L01OF6,N/A,N/A
147366,UTI Fixed Term Income Fund Series XXXII-I(1126 Days) - Regular Plan - Maturity IDCW,10.00000,INF789F1ALR8,N/A,N/A
147136,SBI Fixed Maturity Plan (FMP) - Series 3 (1179 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),12.66420,INF200KA1D94,N/A,N/A
147361,UTI Fixed Term Income Fund Series XXXII-I(1126 Days) - Regular Plan - Annual IDCW,10.00000,INF789F1ALQ0,N/A,N/A
147203,Mirae Asset Focused Fund Regular Plan Growth,24.72800,INF769K01ES4,N/A,N/A
147414,UTI Fixed Term Income Fund Series XXXII-II(1111 Days) - Direct Plan - Annual IDCW,10.00000,INF789F1AMF1,N/A,N/A
147213,Franklin India Overnight fund- Growth,1295.80440,INF090I01SO8,N/A,N/A
147077,UTI Fixed Term Income Fund Series XXXI-XII (1148 Days) - Regular Plan - Annual IDCW,10.00000,INF789F1AKC2,N/A,N/A
147105,SBI Fixed Maturity Plan (FMP) - Series 2 (1178 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),12.62750,INF200KA1D52,N/A,N/A
147242,SBI Capital Protection Oriented Fund - Series A (Plan 3) - Direct Plan - Growth,13.46060,INF200KA1E51,N/A,N/A
147174,UTI Fixed Term Income Fund Series XXXI-XIII (1127 Days) - Regular Plan - Maturity IDCW,10.00000,INF789F1AKN9,N/A,N/A
,,N/A,,N/A,N/A
147334,SBI Fixed Maturity Plan (FMP) - Series 8 (1178 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),12.50010,INF200KA1G18,N/A,N/A
147138,ICICI Prudential Fixed Maturity Plan - Series 86 - 1099 Days Plan A - Direct Plan Cumulative Option,12.48570,INF109KC1A54,N/A,N/A
147169,UTI Fixed Term Income Fund Series XXXI-XIII (1127 Days) - Regular Plan - Quarterly IDCW,10.00000,INF789F1AKL3,N/A,N/A
147319,SBI Fixed Maturity Plan (FMP) - Series 7 (1175 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),12.59760,INF200KA1F76,N/A,N/A
147447,Mahindra Manulife Aggressive Hybrid Fund - Regular Plan - Growth,25.44080,INF174V01754,N/A,N/A
147106,SBI Fixed Maturity Plan (FMP) - Series 2 (1178 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),12.52610,INF200KA1D37,N/A,N/A
147353,Nippon India Fixed Horizon Fund XLI - Series 10 - Direct Plan - Growth Option,12.97240,INF204KB15C2,N/A,N/A
147196,Baroda BNP Paribas Overnight Fund - Direct Plan - Growth,1308.79020,INF955L01HV4,N/A,N/A
147448,Mahindra Manulife Aggressive Hybrid Fund - Direct Plan - IDCW,21.88060,INF174V01804INF174V01796,N/A,N/A
,,N/A,,N/A,N/A
,,N/A,,N/A,N/A
147214,Franklin India Overnight Fund- Growth - Direct,1299.49910,INF090I01SS9,N/A,N/A
,,N/A,,N/A,N/A
147307,WhiteOak Capital Ultra Short Duration Fund- Regular plan-Growth Option,1304.73980,INF03VN01282,N/A,N/A
147104,SBI Fixed Maturity Plan (FMP) - Series 2 (1178 Days) - Direct Plan - Growth,12.62750,INF200KA1D45,N/A,N/A
147155,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,1001.18450,INF00XX01259INF00XX01226,N/A,N/A
147372,QUANTUM ESG BEST IN CLASS STRATEGY FUND - DIRECT PLAN - GROWTH OPTION,24.41000,INF082J01382,N/A,N/A
147357,Nippon India Fixed Horizon Fund XLI - Series 11 - Growth Option,12.36450,INF204KB17C8,N/A,N/A
147184,ITI Multi Cap Fund - Regular Plan - Growth Option,22.65670,INF00XX01135,N/A,N/A
147168,UTI - Fixed Term Income Fund Series XXXI-XIII (1127 Days) - Regular Plan - Growth Option,12.56410,INF789F1AKK5,N/A,N/A
147095,NIPPON INDIA FIXED HORIZON FUND - XLI - SERIES 8 - DIRECT Plan - IDCW Option,15.71340,INF204KB18B8,N/A,N/A
147446,Mahindra Manulife Aggressive Hybrid Fund - Direct Plan -Growth,28.04920,INF174V01788,N/A,N/A
,,N/A,,N/A,N/A
147151,HSBC FTS 140 - IDCW - Tenure 1147 Days - Maturity: 15-Jun-2022,10.00000,INF336L01OE9,N/A,N/A
147149,HSBC Fixed Term Series 140 - Growth Option,12.51320,INF336L01OD1,N/A,N/A
147411,UTI - Fixed Term Income Fund Series XXXII-II (1111 Days) - Direct Plan - Growth Option,12.50720,INF789F1AMD6,N/A,N/A
,,N/A,INF204KB12C9,N/A,N/A
147161,ITI Liquid Fund - Direct Plan - Annually IDCW Option,1315.36650,INF00XX01366INF00XX01333,N/A,N/A
147481,Parag Parikh ELSS Tax Saver Fund- Direct Growth,31.88500,INF879O01100,N/A,N/A
147135,SBI Fixed Maturity Plan (FMP) - Series 3 (1179 Days) - Direct Plan - Growth,12.66420,INF200KA1D86,N/A,N/A
147512,LIC MF Overnight Fund-Regular Plan-IDCW,1134.21170,INF767K01PZ9INF767K01QA0,N/A,N/A
147240,SBI Capital Protection Oriented Fund - Series A (Plan 3) - Regular Plan - Growth,13.18900,INF200KA1E44,N/A,N/A
,,N/A,,N/A,N/A
149445,Franklin India Overnight Fund- Unclaimed IDCW Investor Education Plan,10.00000,,N/A,N/A
147479,Mirae Asset Midcap Fund - Regular Plan-Growth Option,33.55000,INF769K01EY2,N/A,N/A
147462,Nippon India Fixed Horizon Fund XLI - Series 12 - Growth Option,12.73150,INF204KB11D9,N/A,N/A
,,N/A,,N/A,N/A
,,N/A,,N/A,N/A
,,N/A,,N/A,N/A
147360,SBI Capital Protection Oriented Fund - Series A (Plan 4) - Regular Plan - Growth,13.27490,INF200KA1G26,N/A,N/A
147301,HSBC Overnight Fund - Regular Monthly IDCW,1003.22510,INF336L01OQ3INF336L01OO8,N/A,N/A
,,N/A,INF174KA1EH9,N/A,N/A
147265,KOTAK FLOATING RATE FUND-REGULAR PLAN-STANDARD Reinvestment of Income Distribution cum capital withdrawal option,1279.54720,INF174KA1EB2,N/A,N/A
149393,Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Unclaimed Dividend > 3 Years,1180.17750,,N/A,N/A
147318,SBI Fixed Maturity Plan (FMP) - Series 7 (1175 Days) - Direct Plan - Growth,12.59760,INF200KA1F68,N/A,N/A
147405,Shriram Balanced Advantage Fund - Regular Growth,16.56650,INF680P01174,N/A,N/A
147315,WhiteOak Capital Ultra Short Duration Fund- Direct plan-Fortnightly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1004.35070,INF03VN01183INF03VN01191,N/A,N/A
147404,Shriram Balanced Advantage Fund - Regular-IDCW,16.58820,INF680P01182INF680P01190,N/A,N/A
147567,Axis Money Market Fund - Direct Plan - Growth Option,1374.54940,INF846K01Q62,N/A,N/A
,,N/A,,N/A,N/A
147259,UTI Fixed Term Income Fund Series XXXI-XIV (1111 Days) - Direct Plan - Maturity IDCW,10.00000,INF789F1ALC0,N/A,N/A
147458,Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Direct Plan- - Income Distribution cum capital withdrawal Option ( Reinvestment),1001.09630,INF666M01GM6,N/A,N/A
147419,UTI Fixed Term Income Fund Series XXXII-II(1111 Days) - Regular Plan - Flexi IDCW,10.00000,INF789F1AMC8,N/A,N/A
,,N/A,,N/A,N/A
147324,UTI Fixed Term Income Fund Series XXXI-XV (1099 Days) - Direct Plan - Maturity IDCW,10.00000,INF789F1ALM9,N/A,N/A
147487,SBI Fixed Maturity Plan (FMP) - Series 11 (1178 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),12.49710,INF200KA1H58,N/A,N/A
147485,SBI Fixed Maturity Plan (FMP) - Series 11 (1178 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),12.39690,INF200KA1H33,N/A,N/A
147534,CANARA ROBECO OVERNIGHT FUND - REGULAR PLAN - GROWTH OPTION,1286.68040,INF760K01JO1,N/A,N/A
147483,ICICI Prudential Nifty Bank ETF,50.93400,INF109KC15I8,N/A,N/A
147323,UTI Fixed Term Income Fund Series XXXI-XV (1099 Days) - Direct Plan - Quarterly IDCW,10.00000,INF789F1ALK3,N/A,N/A
147358,NIPPON INDIA FIXED HORIZON FUND - XLI - SERIES 11 - DIRECT Plan - IDCW Option,12.46640,INF204KB10D1,N/A,N/A
,,N/A,,N/A,N/A
147412,UTI Fixed Term Income Fund Series XXXII-II(1111 Days) - Direct Plan - Quarterly IDCW,10.00000,INF789F1AME4,N/A,N/A
147608,PGIM India Overnight Fund - Direct Plan - Weekly Dividend Option,1004.93610,INF663L01T19INF663L01T27,N/A,N/A
147574,Axis Money Market Fund - Regular Plan - Quarterly IDCW,1120.28160,INF846K01S11INF846K01S03,N/A,N/A
147555,Edelweiss Overnight Fund - Regular Plan - Monthly - IDCW Option,1007.63860,INF754K01KK0INF754K01KJ2,N/A,N/A
145014,UTI Fixed Term Income Fund Series XXX-V (1135 Days) - Regular Plan - Quarterly IDCW,10.00000,INF789F1AAR1,N/A,N/A
,,N/A,,N/A,N/A
147606,PGIM India Overnight Fund - Direct Plan - Growth Option,1286.02750,INF663L01T01,N/A,N/A
,,N/A,INF174KA1ET4,N/A,N/A
147554,Edelweiss Overnight Fund - Direct Plan - Monthly - IDCW Option,1060.93210,INF754K01KB9INF754K01KA1,N/A,N/A
147494,Baroda BNP Paribas Equity Savings Fund - Regular Plan - Growth,15.76370,INF955L01II9,N/A,N/A
147472,Kotak Focused Equity Fund- Regular Plan-Income Distribution cum capital withdrawal option,23.60500,INF174KA1EM9INF174KA1EL1,N/A,N/A
147477,Kotak Focused Equity Fund- Regular plan _ Growth Option,23.60500,INF174KA1EK3,N/A,N/A
147607,PGIM India Overnight Fund - Regular Plan - Weekly Dividend Option,1009.05250,INF663L01T50INF663L01T68,N/A,N/A
,,N/A,INF204KB17D6,N/A,N/A
147531,CANARA ROBECO OVERNIGHT FUND - DIRECT PLAN - GROWTH OPTION,1287.85010,INF760K01JM5,N/A,N/A
147562,SBI Fixed Maturity Plan (FMP) - Series 14 (384 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),12.94130,INF200KA12N6,N/A,N/A
147571,Axis Money Market Fund - Direct Plan - Daily IDCW,1005.61340,INF846K01Q70,N/A,N/A
147580,SBI Fixed Maturity Plan (FMP) - Series 15 (1123 Days) - Regular Plan - Growth,12.21110,INF200KA1I81,N/A,N/A
147517,LIC MF Overnight Fund-Regular Plan-Daily IDCW,1108.00070,INF767K01QB8,N/A,N/A
147581,SBI Fixed Maturity Plan (FMP) - Series 15 (1123 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),12.21110,INF200KA1I99,N/A,N/A
,,N/A,,N/A,N/A
147543,ITI ELSS Tax Saver Fund - Regular Plan - IDCW Option,21.24260,INF00XX01382,N/A,N/A
,,N/A,INF174KA1ER8,N/A,N/A
,,N/A,,N/A,N/A
147610,SBI Fixed Maturity Plan (FMP) - Series 16 (1116 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),12.18370,INF200KA1J31,N/A,N/A
147530,ICICI Prudential Nifty Private Bank ETF,24.60820,INF109KC18U7,N/A,N/A
147553,Edelweiss Overnight Fund - Regular Plan - Weekly - IDCW Option,1016.61840,INF754K01KG8,N/A,N/A
